0,2023-04-24 20:17:22,-0.049131982028484344,1.5790296792984009,-1.7988064924823206,0.1009674072265625,1.2200510501861572,628,171
0,2023-05-08 15:24:05,-0.27525395154953003,1.489180564880371,-1.8310673872577112,-0.04486304918398076,1.2867907285690308,0,0
0,2023-05-08 15:24:17,-0.27528586983680725,1.4891043901443481,-1.8311470190631312,-0.04488593736757451,1.2867799997329712,387,195
0,2023-05-08 15:29:47,-0.09001580625772476,1.5849330425262451,-1.7901366392718714,-0.028280560170308888,1.2872142791748047,0,0
0,2023-05-16 14:16:04,-0.4376980662345886,1.3428120613098145,-1.9436691443072718,0.1298046112060547,1.0847429037094116,634,73
0,2023-05-16 14:20:10,-0.4358372390270233,0.9799109697341919,-1.9939501921283167,0.1371612548828125,1.0843054056167603,527,184
0,2023-05-16 14:32:44,-1.358994483947754,0.9767631888389587,-1.9970687071429651,0.13974761962890625,1.085969090461731,553,183
0,2023-05-16 14:33:30,-0.3237309455871582,1.2017453908920288,-1.6618621985064905,0.13990211486816406,1.085884690284729,631,184
0,2023-05-16 14:33:34,-0.3237585723400116,1.201664924621582,-1.661891285573141,0.13983535766601562,1.0857912302017212,631,184
0,2023-05-16 14:33:37,-0.32375651597976685,1.202538013458252,-1.7851470152484339,0.13901901245117188,1.0857759714126587,439,344
0,2023-05-16 14:33:43,-0.3796161413192749,1.2033313512802124,-1.7851269880877894,0.13884925842285156,1.0858312845230103,439,344
0,2023-05-16 14:47:07,-0.47179123759269714,1.1863791942596436,-2.14170486131777,-0.018688503895894826,1.0894430875778198,550,181
0,2023-05-16 14:47:38,-0.30092886090278625,1.1368287801742554,-1.8519495169269007,-0.0128558317767542,1.0895929336547852,428,356
0,2023-05-16 14:47:48,-0.3009132742881775,1.1367653608322144,-1.8520506064044397,-0.012768093739644826,1.0896371603012085,414,352
0,2023-05-16 14:47:56,-0.300874799489975,1.136828064918518,-1.8522046248065394,-0.012724224721090138,1.0896059274673462,370,353
0,2023-05-16 14:48:13,-0.3008105158805847,1.136844277381897,-1.8522394339190882,-0.012754742299215138,1.0896084308624268,324,283
0,2023-05-16 14:48:17,-0.3008812367916107,1.136812448501587,-1.8522322813617151,-0.012716595326558888,1.0896508693695068,351,385
0,2023-05-16 14:48:37,-0.464898020029068,1.1377495527267456,-1.852492634450094,-0.012705151234762013,1.089647889137268,353,380
0,2023-05-16 14:48:43,-0.4648890793323517,1.1378812789916992,-1.7930129210101526,-0.012548748646871388,1.0896246433258057,529,213
0,2023-05-16 14:49:07,-0.4661387503147125,1.300525188446045,-1.8347590605365198,-0.0129931608783167,1.0896104574203491,345,378
0,2023-05-16 14:50:07,-0.37280309200286865,1.4619492292404175,-1.576012913380758,-0.0138476530658167,1.0916208028793335,481,213
0,2023-05-16 14:57:09,-0.372810959815979,1.4624016284942627,-1.5760014692889612,-0.0137713591205042,1.0915416479110718,481,213
0,2023-05-16 14:57:15,-0.47555315494537354,1.4626494646072388,-1.5760882536517542,-0.013622585927144826,1.0915247201919556,481,213
0,2023-05-16 15:09:06,-0.4755890667438507,1.462729573249817,-1.5761187712298792,-0.013574902211324513,1.0915511846542358,514,168
0,2023-05-16 15:09:17,-0.3930703401565552,1.4630571603775024,-1.576104466115133,-0.013483349476949513,1.0914819240570068,513,168
0,2023-05-17 12:55:19,-0.3941555619239807,1.5347516536712646,-1.8564642111407679,-0.0389178434955042,1.0916812419891357,446,3
0,2023-05-17 12:56:03,-0.538876473903656,1.2469946146011353,-1.9152377287494105,-0.0386279265033167,1.0919214487075806,337,193
0,2023-05-19 13:29:43,-0.3251127004623413,1.2074674367904663,-1.530562702809469,-0.020281140004293263,1.0979597568511963,478,106
0,2023-05-19 13:30:05,-1.005316972732544,1.2044479846954346,-1.7774704138385218,-0.020519558583394826,1.0979784727096558,488,106
0,2023-05-19 13:30:21,-1.4205988645553589,1.204168438911438,-1.637937370930807,-0.019962612782613576,1.0979591608047485,443,110
0,2023-05-19 13:31:18,-0.34612756967544556,1.200209617614746,-1.8267939726458948,-0.021494213734762013,1.0979808568954468,0,0
0,2023-05-19 13:31:39,-0.3461596965789795,1.2001768350601196,-1.8276007811175745,-0.021387402211324513,1.0980478525161743,71,94
