,time,th1,th2,th3,th4,th5,camera1,camera2
0,2023-01-19 13:39:01,0.24586941301822662,0.8437930345535278,-2.150705639516012,-0.5306971708880823,0.8862438201904297,350,233
0,2023-01-19 13:39:07,0.2457638531923294,0.8443865776062012,-1.9833815733539026,-0.5301020781146448,0.8861791491508484,350,233
0,2023-01-19 13:39:12,0.24587631225585938,0.8306635022163391,-1.5961015860186976,-0.5295966307269495,0.8862178325653076,568,99
